recorded_date,instance,objective,event_type,source_url
2020-07-02,X-n351-k40,25896,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-02,X-n384-k52,65940,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-02,X-n536-k96,94868,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-02,X-n586-k159,190316,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-02,X-n599-k92,108451,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-02,X-n627-k43,62173,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-31,X-n459-k26,24141,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-31,X-n801-k40,73311,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-31,X-n895-k37,53906,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-31,X-n957-k87,85467,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-08-12,X-n313-k71,94043,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-08-20,X-n459-k26,24140,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-08-20,X-n801-k40,73305,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-08-20,X-n895-k37,53870,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n1001-k43,72359,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n303-k21,21736,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n401-k29,66163,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n429-k61,65449,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n449-k29,55233,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n459-k26,24139,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n613-k62,59535,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n627-k43,62164,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n641-k35,63694,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n685-k75,68205,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n766-k71,114454,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n856-k95,88965,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n876-k59,99299,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n895-k37,53860,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n936-k151,132725,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n957-k87,85465,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-09-21,X-n979-k58,118987,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n1001-k43,72355,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n401-k29,66154,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n491-k59,66483,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n536-k96,94846,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n733-k159,136187,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n749-k98,77269,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n766-k71,114418,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n783-k48,72393,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n936-k151,132715,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-06,X-n979-k58,118976,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-14,X-n384-k52,65938,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-14,X-n641-k35,63692,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-11-14,X-n716-k35,43379,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-12-15,X-n641-k35,63684,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-12-15,X-n716-k35,43373,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-12-15,X-n766-k71,114417,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2020-12-15,X-n783-k48,72386,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2021-03-15,X-n261-k13,26558,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2021-03-15,X-n856-k95,88965,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2021-06-30,X-n384-k52,65928,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2021-06-30,X-n641-k35,63682,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=3
2022-07-05,X-n256-k16,18839,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=2
2023-09-14,X-n344-k43,42050,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2023-09-14,X-n351-k40,25896,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2023-09-14,X-n367-k17,22814,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2023-09-14,X-n670-k130,146332,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2023-11-13,X-n294-k50,47161,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2025-06-21,X-n313-k71,94043,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2025-06-21,X-n359-k29,51505,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2025-06-21,X-n384-k52,65928,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2026-07-04,X-n1001-k43,72346,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2026-07-04,X-n1001-k43,72353,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
2026-07-04,X-n979-k58,118973,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=1
